Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
24466.0,-0.886469851831666,-0.126263901976176,3.55100451490919,3.7512295484435,-0.563368555545243,1.14145842206734,-0.88933080600904,0.234025140620953,2.02239886574402,0.262257066137224,-0.746190201508153,-2.83209910133816,0.993825704889588,0.0360427808380379,-1.80990159331396,-0.69778880628484,1.33553440588231,0.634633091734504,1.10614375185641,-0.0469557232099742,-0.0585424524564343,0.915165787756308,0.376579545011669,0.375107293750501,-0.396255200276059,0.368435393575587,0.0280814708241618,-0.129018981684996,3.8,0
158951.0,2.08429337834995,0.0409102174171621,-1.99909085897849,0.13755810858203,0.765247460732258,-0.158640578846263,0.0188580132704947,-0.0033868141479147,0.389218458469412,-0.187445644592393,0.364573600193956,0.226823809683621,-0.588195752007146,-0.553241216353514,-0.366184738886556,0.756533117304286,-0.0009117164615251,0.509027357335891,0.620358906493502,-0.16768211234849,-0.369058646831353,-1.02199673130372,0.246933688663814,-0.26230232112189,-0.214736214255712,0.201529308650394,-0.0718400822247232,-0.0496184492556711,0.89,0
130347.0,-0.756399149567088,1.65237181947361,-0.735870822172217,-0.755787413764678,0.690504592478471,-0.735193990681741,0.967776898106546,-0.132213032774096,0.738668065136606,0.93261165387525,-0.929650107283515,-0.0865874916669111,0.0200505302556315,0.130794721017918,0.615786301769568,-0.522773878580893,-0.521723417230775,0.0871405313312459,-0.0955863552117982,0.523398868840247,0.24375971690899,1.19612141726795,-0.0632329424364761,0.624892861872323,-0.565544950307104,-0.225262417345455,0.92931756433912,0.566739955338264,2.27,0
90233.0,0.38683469993332,0.840075838712625,-0.286091406407758,-0.342451171588286,1.39290712737264,-0.697009631479888,1.05898592719179,-0.480050228032263,1.27111345214913,-1.14658862052044,0.194061009470335,-2.5031062182442,2.16555674456969,0.149755322886475,-1.04732980853085,0.261244034465833,0.867810625345165,0.0586304169671965,-0.346001196310772,-0.0355770612769568,-0.457917555556016,-0.864254633770254,0.145744225699723,0.32457871537282,-0.824931075015659,-0.0213671236587121,-0.158129554090937,-0.151185862906227,9.7,0
128663.0,-0.751097053426278,0.660328667461514,0.0788915252080315,-1.30974175394665,2.19452366489642,1.09987780040659,0.73105093278982,0.498366398802732,-0.635214130242375,-1.35941234198336,1.29797394331013,0.58726099119604,-0.276272154814876,-0.673465502806751,-0.35601042836336,-0.175416894780968,0.754883972425506,-1.05557547469183,-1.33084357235424,-0.145079873111898,-0.159363036307026,-0.483918773457726,-0.0389450813201822,-0.830475541203875,-0.318898956199619,0.179002412579832,0.0802128587487592,0.127979356928468,4.49,0
82005.0,-1.41850513184515,0.534503537501353,1.50513720466941,0.174237809439065,0.165773854077143,-1.35173420756162,0.603493329012722,-0.166454605068494,-0.175359163195456,0.141891368959444,0.0390935360660921,0.370535891429455,0.585638350965088,-0.093479019596734,0.848250507474243,0.0969566966192266,-0.353113283436464,-0.546933251570038,-0.0529320468017994,-0.070190461085223,-0.332373771079168,-0.428661412820181,0.632364691627931,0.70135606315023,-0.0113994330786701,0.0778393103717161,0.417530766592671,0.0716976235030657,1.29,0
79278.0,-2.24294385727233,2.0001796974142,0.453803879985592,0.0852717214039731,-0.244127019193228,0.500197441136183,0.172523400603357,-0.550200591323077,-0.109039425282711,0.706232712925214,0.976555655368614,0.633246943612358,-0.218252808192533,0.407968508074106,0.402705947970211,0.0575633784763932,-0.429421649122271,0.162418313278065,-0.130929103199846,-0.577282459212764,0.986476315772552,0.0943195707916507,-0.0088816276794969,-0.341448173875781,-0.408821121465669,-0.659101818870523,-1.56607439150664,-0.43380201745833,54.99,0
45330.0,-0.487843762858191,0.231644570571468,2.18506949615318,1.42865744369233,0.181723924333386,2.7620687659923,-0.410659986984984,1.01593468686724,0.415757325079281,-0.548114889111328,1.14562834732068,1.21373562216655,-1.12561168772757,-0.358574023578407,-1.14212445319232,-2.33830188401218,1.85883723594217,-1.97826219244484,0.361136185728646,-0.141274925812746,-0.196470565101102,-0.0616486554716199,0.0979770399207398,-1.02897544679923,-0.39557574659006,-0.312737245802589,0.183953581493405,0.0199852795582256,23.09,0
121050.0,-2.01615400601381,1.9602301374319,-1.17831409672492,-2.92028089954969,0.485215071011122,-0.289443673347729,0.111817270281551,1.31460862258571,-0.422721878739834,-1.15684300010718,-0.245775641107221,1.53756454995094,1.28225580848973,0.87720983078106,-1.24381922596206,0.989613770155017,-0.943782165644197,-0.141861103415707,-0.286062994698883,-0.0327917288236186,-0.216003460483903,-0.837421713901626,-0.0574739361344029,-0.329051153533058,0.232511556583136,0.399008242400983,0.0628039645239725,0.0853409254579826,1.0,0
46382.0,1.11486036038414,-1.28634680497618,1.55942858217549,0.03998664455446,-2.02264335537674,0.279917084644227,-1.30466417448529,0.161076651569776,0.634095628724816,0.180582209139978,-1.38854025619787,0.92833898587488,0.965114240397251,-1.42360531349192,-1.77986965184922,-2.03032568803942,0.724620341136013,0.602203061716875,-0.126803378393814,-0.291824981897704,-0.490526626022816,-0.598866333320609,-0.0054545253679974,0.49108869895331,0.143490932768437,1.06258310661231,0.0165058212214035,0.0370637562796544,88.9,0
121711.0,2.01096981560317,-1.07969563315658,-1.56392654890812,-0.970424710416693,-0.279881666598602,-0.411996470925555,-0.272804697224884,-0.198004546152538,-0.606866150066866,0.857081127048227,0.377311354266318,0.274348954857083,0.433988105192286,-0.025942313298255,-1.12952022202517,0.942801235774351,-0.0253444235436918,-1.29888643054108,1.35613420093365,0.198594521202396,0.042813697963225,-0.046246729031965,0.0387846630808745,-0.782644102253916,-0.0476441917071333,-0.30850054274488,-0.0501566349729689,-0.0602451803475839,113.85,0
111122.0,0.0465996490302693,0.939994069383714,-0.0372437408128694,-0.210788707268234,0.728758748511845,-0.542011359669073,0.707285406416733,-0.116722395003143,1.64131326515406,-0.669465559068062,-0.592301900379327,-3.87960584591939,-0.506819776386083,2.28537694059049,0.423561110120433,-0.482499324555162,0.407065432467227,1.01460475961091,0.418223583089834,-0.108143952344284,0.160710015569569,0.86183430086776,-0.218282999861012,0.384369212402206,-0.434075133102902,-0.452159002425277,0.453217941686593,0.279249090437992,1.0,0
57965.0,1.04069143882025,-0.0560402344346842,0.132970455175209,0.687002269321224,-0.465726222920146,-1.09916683964518,0.376830643130784,-0.165555670786995,-0.0339656392097855,-0.0994437653765686,0.262685657692984,-0.166094305096013,-1.41196169288978,0.827973553637616,1.13090593219435,-0.347363998449569,0.301955706733949,-1.32280921815729,-0.4681682469651,-0.0688354071715206,-0.286123294347136,-1.08218627790778,0.184771803726063,0.561408600575763,0.065838297229042,0.13091359504837,-0.0712244669474101,0.0230494247623762,89.9,0
153939.0,-0.84265913893012,1.35841754189158,-0.485599632788924,-0.493194694795444,-0.185303503215857,-1.22460138372254,0.360207465965952,0.567840941836476,-0.407030092431461,-0.774461084833484,-1.09714772418153,0.795478184092463,0.77219944624794,0.584590206423128,-0.535395768327345,0.116312904399299,-0.11395357422031,-0.756250327027395,-0.0949218714655224,-0.234783759923701,-0.154283162350553,-0.540363412626371,0.227945476911159,0.0551417485623175,-0.42137337975982,0.12919145298537,-0.111857253270491,-0.0707200310861288,11.53,0
149676.0,1.83319104756006,0.74533277919767,-1.13300871289587,3.89355597724996,0.85816381687158,0.910234501320998,-0.498200069408129,0.344703185766382,-0.667939095579291,0.398155064675901,0.613867739096179,-0.0225614827826197,0.452018065249222,-2.96920095585607,-0.964967034325346,2.46444980239245,0.671240576431668,1.92102109165871,-1.61692658827377,-0.0855787549071908,0.0392894902587427,0.181651614823537,0.0729809106352829,-0.15529884930206,-0.149891395375819,0.0127924878401756,0.040853819187149,0.0229031158842699,17.39,1
70165.0,-0.942624021864708,0.426381047027526,-0.202055542055012,-0.699364089776638,0.125304469747091,-1.74420113285244,0.785800518277708,0.147817999292805,-0.426214873176779,-0.605671928949656,-0.802745426417305,-0.14917688425623,-0.530855491724052,0.792697479973927,0.0076227906878575,0.202480055419891,-0.275027002471375,-0.442920469819518,-0.540855325664701,0.127288982963594,0.212680479765066,0.284341089246334,0.250055043132705,0.443396139991375,-0.862755827353233,0.737890817573558,0.203244996669432,0.132837141948189,78.95,0
64844.0,1.07249954714947,0.14769456169595,0.214181825547248,1.18112672711333,-0.273012088551199,-0.910468526364621,0.400580319770742,-0.309433635550965,-0.16931521611113,-0.0541519426920739,-0.236669281463114,0.688355193333615,0.950375560377512,0.22287145366746,0.828487283394955,0.0181235938496723,-0.478603170552207,-0.246788028518657,-0.403808016528467,0.0983784047680077,0.0921503108152302,0.155248197428652,-0.189669031134368,0.422620642863707,0.687096882769988,-0.340776690727671,0.0029475391446239,0.0379046047273716,93.84,0
58514.0,1.29208403765081,-1.26367974061369,0.618124989041095,-1.25805000462086,-1.73464440690164,-0.852622825349684,-0.865935145854112,-0.25992483174287,-1.90147641904845,1.33437888503267,-0.25798478703341,-0.3154607098525,1.53306739812744,-0.551628152815844,0.660554929435907,-0.220277284922302,0.372459517864776,-0.182292450301514,-0.280980516203547,-0.0382004265060577,-0.291418888820158,-0.687860257405319,0.0717594675723741,0.372424719562241,0.124688758544055,-0.425343249652552,0.0288136500381302,0.0510289915066774,122.38,0
141892.0,1.95236866615437,-0.0126860478765513,-1.77648599133945,1.22840424828092,0.517468415059907,-0.641076387456541,0.489717913339728,-0.187646989057452,0.149353426473291,0.449822021541495,0.200333829004198,0.242340472023799,-1.51233022729927,0.961046027681357,-1.05438730271517,-0.378141971387682,-0.434718650189745,0.10740073064961,0.198026806841997,-0.297686285458549,0.082226385146182,0.305050760875367,-0.0694068599347174,-0.447479349324686,0.422582182041153,-0.484035974687802,-0.0326039066763376,-0.0732590411965244,38.31,0
93742.0,-3.29112509261551,4.4011941515981,-8.39421162258901,4.45357956949695,-4.79005451824953,-4.24018208232724,-9.21900099642753,1.97402995723142,-2.91294270907847,-13.540168238225,9.41303953977606,-18.0475965708216,-0.728186553999085,-15.3930448312636,0.3494850489774,-13.30388757707,-21.2979057823155,-7.26231079476482,2.27422550991903,1.4908691418867,2.10234346771868,0.597370314627801,-0.328086184026121,0.445752402449364,0.585280580866405,-0.399005421878678,2.11600444233121,1.05074380386505,1.0,1
61221.0,1.26672879662925,-0.291075106611891,-0.954017934493007,-0.281692458839218,1.85084478892147,3.67930570578971,-0.736422698221269,0.911209298103569,0.515496872518983,-0.158485104877593,-0.566568140278402,0.268540032550272,-0.173929986074577,-0.0499772675911864,-0.18243100168815,-0.006055845109562,-0.416565209950127,-0.113041416639695,0.558929776150085,0.0083804202166468,-0.159548656358201,-0.382867572648051,-0.108694616509615,1.05880482567572,0.705334733647762,0.426015630494274,-0.0128939765153255,0.0062477521376259,12.31,0
106388.0,2.0518780248296,0.184872420721071,-1.70833755880038,0.420917297274372,0.718235915641184,-0.291678148645981,-0.0194297646174826,-0.140159381311206,1.56280782649767,-0.578273955639199,1.71663939557453,-1.86061781032558,1.56854913928351,0.788738716567164,-1.19108817401072,0.601225540249658,0.82314693097645,0.601311196025777,0.282257407031849,-0.172729296584892,-0.486733425543116,-1.1012452410955,0.288738499561062,0.0356556680988106,-0.266305504428341,0.139118548364061,-0.0955124574611245,-0.0502607778899065,6.99,0
111929.0,2.25565283109743,-1.48244394843146,-0.584356904459326,-1.43675594740485,-1.65099592936612,-0.85244391532493,-1.29518128112954,-0.156882082861762,-0.924162018497359,1.56496894481763,-1.09597697347867,-1.13021671103961,-0.274571110379548,-0.392656575377004,0.0550631859996502,-0.466725118813335,0.542354177890287,0.0080809969056332,-0.289795265281191,-0.478610582252994,-0.142324817804402,0.0833326560727997,0.269979788287064,-0.052658888163418,-0.325790097619469,-0.171346316216836,0.0239247496135085,-0.0453744589380877,22.0,0
33998.0,-1.90501770153891,-0.220685038107275,3.55413063497653,0.912503025854659,-1.06227587537299,1.02463964099964,-0.0469580038207787,0.289910995477298,1.50894326637851,0.700046851931691,0.0026276998651332,-0.325987824023452,-2.38675141169648,-1.51004702355768,-2.89393230884138,0.514107757746262,-0.431020408067385,0.332031234399683,-0.852492344234253,0.0994036246858027,-0.170768530593439,0.522637511492083,-0.43484184061789,0.601699867186037,0.314133358382139,1.01090119054862,0.257918090600104,-0.170707294855019,144.63,0
53200.0,-9.81005132034524,-13.5778345488669,-5.40400677943943,3.76637442399505,-0.923441218388354,4.65226670915649,6.21734299137356,0.798690416047869,-1.44942245548866,-2.29487425413113,-0.743563012924989,-0.200279780831068,0.765905220255527,1.33526249947312,0.840918841182136,0.18086421871236,-0.211751042614313,1.63714579553208,0.485678838155617,8.2193029528961,2.31571656748246,-0.589485720878026,6.41877257170413,0.749340748128198,0.838975650503987,-0.403693746546952,-0.508335504800044,-0.653560861878815,2800.0,0
152339.0,-1.82550296318537,0.331587071151496,1.61783809127331,-0.606941211034209,0.150515306781173,1.54926820416424,-1.85280304836053,-1.85738435765043,1.76905116438632,-0.290331355019222,-0.73472612819897,1.05000814893846,-0.442711607931069,-1.07678764773273,-2.68948727764833,0.014274310765468,-0.15120676720325,0.389950960125636,0.843817374522148,-0.933835345212729,2.21949256725039,-0.563163636835844,-0.384635486309976,0.261033773943947,-0.671009890980701,0.482802581373467,0.0026872075608023,0.207931778628159,11.66,0
